421815 -0.44 0.714 0.0439 0.0232 0.564 0.0445 0.0223 0.545 
421816 -0.45 0.794 0.0440 0.0229 0.558 0.0451 0.0225 0.550 
421949 -0.42 0.688 0.0431 0.0226 0.550 0.0444 0.0221 0.540 
421961 -0.41 0.652 0.0432 0.0226 0.550 0.0443 0.0220 0.538 
421968 -0.41 0.657 0.0431 0.0226 0.550 0.0444 0.0220 0.538 
421969 -0.40 0.604 0.0430 0.0227 0.553 0.0442 0.0220 0.537 
421975 -0.42 0.662 0.0434 0.0228 0.556 0.0445 0.0222 0.544 
421976 -0.42 0.718 0.0435 0.0228 0.556 0.0446 0.0223 0.545 
421988 -0.39 0.595 0.0438 0.0228 0.556 0.0447 0.0221 0.541 
421989 -0.42 0.748 0.0435 0.0228 0.555 0.0447 0.0221 0.541 
421999 -0.41 0.789 0.0436 0.0228 0.556 0.0448 0.0221 0.541 
422014 -0.41 0.707 0.0435 0.0228 0.554 0.0449 0.0222 0.542 
422018 -0.41 0.809 0.0436 0.0227 0.554 0.0448 0.0221 0.541 
422020 -0.39 0.570 0.0436 0.0228 0.555 0.0448 0.0222 0.544 
422040 -0.41 0.643 0.0435 0.0229 0.558 0.0446 0.0223 0.546 
422041 -0.41 0.645 0.0429 0.0227 0.552 0.0447 0.0225 0.550 
422043 -0.41 0.641 0.0433 0.0228 0.555 0.0448 0.0226 0.552 
422045 -0.41 0.642 0.0433 0.0230 0.559 0.0448 0.0224 0.547 
422050 -0.41 0.638 0.0432 0.0229 0.558 0.0447 0.0222 0.542 
422051 -0.41 0.643 0.0433 0.0228 0.555 0.0447 0.0223 0.546 
422053 -0.39 0.598 0.0434 0.0231 0.562 0.0451 0.0223 0.547 
422054 -0.41 0.751 0.0436 0.0228 0.556 0.0449 0.0223 0.545 
422055 -0.41 0.686 0.0436 0.0228 0.557 0.0449 0.0222 0.544 
422057 -0.41 0.714 0.0436 0.0229 0.557 0.0449 0.0222 0.543 
422064 -0.41 0.710 0.0434 0.0226 0.550 0.0449 0.0223 0.545 
422066 -0.39 0.595 0.0434 0.0227 0.553 0.0448 0.0221 0.540 
422067 -0.41 0.737 0.0434 0.0226 0.550 0.0449 0.0222 0.543 
422068 -0.40 0.628 0.0436 0.0227 0.553 0.0449 0.0221 0.542 
422070 -0.41 0.770 0.0435 0.0227 0.553 0.0446 0.0220 0.538 
422074 -0.39 0.564 0.0435 0.0225 0.548 0.0446 0.0218 0.534 
422075 -0.41 0.703 0.0434 0.0224 0.547 0.0446 0.0219 0.535 
422084 -0.39 0.564 0.0433 0.0227 0.552 0.0446 0.0219 0.536 
422085 -0.41 0.768 0.0435 0.0226 0.551 0.0446 0.0219 0.536 
422123 -0.40 0.606 0.0437 0.0229 0.558 0.0455 0.0225 0.550 
422124 -0.42 0.703 0.0435 0.0226 0.551 0.0448 0.0222 0.544 
422135 -0.41 0.794 0.0435 0.0226 0.550 0.0448 0.0220 0.540 
422141 -0.41 0.771 0.0435 0.0227 0.552 0.0448 0.0221 0.541 
422147 -0.41 0.760 0.0435 0.0227 0.553 0.0448 0.0221 0.540 
422148 -0.41 0.693 0.0432 0.0225 0.549 0.0449 0.0221 0.541 
422200 -0.39 0.608 0.0436 0.0228 0.556 0.0452 0.0224 0.548 
422201 -0.42 0.712 0.0437 0.0229 0.557 0.0451 0.0224 0.549 
422202 -0.41 0.744 0.0438 0.0229 0.557 0.0453 0.0223 0.546 
422203 -0.41 0.820 0.0439 0.0230 0.560 0.0453 0.0224 0.547 
422205 -0.40 0.745 0.0437 0.0226 0.552 0.0450 0.0220 0.539 
422255 -0.41 0.775 0.0439 0.0230 0.561 0.0454 0.0225 0.550 
422256 -0.41 0.820 0.0439 0.0230 0.561 0.0454 0.0224 0.549 
422260 -0.40 0.853 0.0441 0.0232 0.565 0.0456 0.0225 0.551 
422262 -0.41 0.829 0.0441 0.0232 0.564 0.0456 0.0225 0.551 
422263 -0.40 0.709 0.0440 0.0232 0.564 0.0455 0.0225 0.551 
422266 -0.41 0.780 0.0443 0.0233 0.566 0.0458 0.0226 0.554 
422267 -0.40 0.685 0.0443 0.0233 0.567 0.0458 0.0227 0.556 
422268 -0.41 0.837 0.0443 0.0233 0.566 0.0457 0.0226 0.553 
422269 -0.40 0.870 0.0443 0.0233 0.567 0.0457 0.0225 0.551 
422272 -0.40 0.857 0.0443 0.0233 0.566 0.0458 0.0226 0.553 
422273 -0.40 0.773 0.0444 0.0232 0.566 0.0458 0.0226 0.552 
422298 -0.41 0.806 0.0441 0.0230 0.561 0.0458 0.0225 0.551 
422305 -0.41 0.841 0.0443 0.0232 0.565 0.0459 0.0226 0.554 
422314 -0.41 0.840 0.0443 0.0232 0.564 0.0458 0.0225 0.551 
422319 -0.38 0.574 0.0443 0.0231 0.563 0.0458 0.0225 0.550 
422322 -0.41 0.819 0.0442 0.0231 0.564 0.0458 0.0225 0.550 
422323 -0.41 0.803 0.0442 0.0230 0.561 0.0457 0.0224 0.549 
422324 -0.40 0.782 0.0440 0.0229 0.558 0.0456 0.0223 0.546 
422531 -0.38 0.593 0.0437 0.0229 0.557 0.0458 0.0223 0.546 
422540 -0.39 0.617 0.0438 0.0227 0.554 0.0457 0.0225 0.550 
422543 -0.41 0.735 0.0439 0.0229 0.557 0.0455 0.0224 0.548 
422553 -0.40 0.788 0.0439 0.0229 0.559 0.0456 0.0224 0.549 
422562 -0.38 0.572 0.0440 0.0230 0.561 0.0457 0.0224 0.548 
422566 -0.40 0.818 0.0440 0.0229 0.559 0.0457 0.0224 0.550 
422575 -0.40 0.625 0.0441 0.0231 0.562 0.0457 0.0224 0.549 
422611 -0.39 0.679 0.0449 0.0233 0.567 0.0461 0.0228 0.557 
422613 -0.40 0.850 0.0443 0.0230 0.562 0.0459 0.0225 0.551 
422614 -0.40 0.717 0.0442 0.0230 0.560 0.0458 0.0225 0.550 
422615 -0.40 0.636 0.0444 0.0234 0.569 0.0460 0.0227 0.556 
422618 -0.41 0.813 0.0444 0.0232 0.564 0.0460 0.0226 0.554 
422633 -0.41 0.728 0.0424 0.0227 0.551 0.0423 0.0220 0.535 
422640 -0.39 0.576 0.0423 0.0227 0.551 0.0424 0.0219 0.534 
422643 -0.41 0.754 0.0423 0.0227 0.552 0.0424 0.0220 0.535 
422756 -0.41 0.798 0.0424 0.0226 0.550 0.0424 0.0220 0.536 
422758 -0.41 0.793 0.0423 0.0226 0.549 0.0424 0.0220 0.536 
422762 -0.41 0.803 0.0423 0.0226 0.549 0.0423 0.0219 0.535 
422763 -0.39 0.583 0.0424 0.0228 0.554 0.0423 0.0220 0.536 
422779 -0.41 0.766 0.0424 0.0226 0.551 0.0425 0.0221 0.538 
422782 -0.41 0.796 0.0424 0.0226 0.550 0.0425 0.0220 0.536 
422785 -0.41 0.824 0.0424 0.0226 0.550 0.0424 0.0219 0.535 
423041 -0.39 0.604 0.0424 0.0226 0.549 0.0427 0.0221 0.539 
423043 -0.41 0.728 0.0422 0.0224 0.546 0.0424 0.0219 0.535 
423101 -0.40 0.711 0.0422 0.0224 0.545 0.0429 0.0222 0.541 
423109 -0.38 0.601 0.0422 0.0222 0.542 0.0429 0.0222 0.542 
423110 -0.41 0.780 0.0422 0.0224 0.546 0.0427 0.0221 0.538 
423132 -0.38 0.599 0.0422 0.0225 0.547 0.0428 0.0222 0.541 
423149 -0.41 0.699 0.0422 0.0224 0.545 0.0425 0.0219 0.534 
423220 -0.41 0.778 0.0424 0.0225 0.548 0.0428 0.0221 0.539 
423263 -0.41 0.778 0.0424 0.0225 0.548 0.0428 0.0221 0.538 
423268 -0.41 0.782 0.0424 0.0224 0.546 0.0426 0.0220 0.536 
423275 -0.39 0.602 0.0424 0.0227 0.551 0.0427 0.0219 0.535 
423278 -0.42 0.766 0.0423 0.0226 0.550 0.0426 0.0219 0.535 
423290 -0.41 0.789 0.0424 0.0226 0.549 0.0426 0.0219 0.534 
423301 -0.37 0.743 0.0424 0.0226 0.549 0.0422 0.0218 0.532 
423311 -0.37 0.599 0.0425 0.0225 0.547 0.0423 0.0218 0.532 
423377 -0.41 0.782 0.0423 0.0225 0.547 0.0427 0.0220 0.536 
423424 -0.42 0.801 0.0424 0.0225 0.548 0.0427 0.0219 0.535 
423432 -0.40 0.655 0.0424 0.0226 0.549 0.0426 0.0219 0.534 
423433 -0.42 0.796 0.0424 0.0225 0.548 0.0426 0.0219 0.535 
423546 -0.38 0.602 0.0427 0.0226 0.549 0.0433 0.0223 0.543 
423547 -0.41 0.799 0.0424 0.0226 0.549 0.0429 0.0221 0.538 
423548 -0.42 0.818 0.0424 0.0226 0.549 0.0427 0.0221 0.539 
423549 -0.38 0.590 0.0425 0.0225 0.548 0.0427 0.0219 0.534 
423550 -0.41 0.720 0.0423 0.0226 0.550 0.0428 0.0220 0.537 
423553 -0.42 0.816 0.0425 0.0227 0.551 0.0427 0.0220 0.538 
423576 -0.38 0.586 0.0425 0.0228 0.554 0.0427 0.0220 0.538 
423579 -0.42 0.847 0.0424 0.0226 0.551 0.0427 0.0220 0.538 
423632 -0.42 0.810 0.0426 0.0228 0.554 0.0429 0.0221 0.539 
423652 -0.41 0.801 0.0426 0.0228 0.554 0.0429 0.0222 0.541 
423663 -0.42 0.852 0.0426 0.0227 0.553 0.0429 0.0220 0.538 
423664 -0.41 0.910 0.0426 0.0227 0.552 0.0428 0.0220 0.538 
423676 -0.38 0.606 0.0428 0.0228 0.554 0.0432 0.0223 0.545 
423677 -0.41 0.823 0.0426 0.0227 0.551 0.0431 0.0222 0.541 
423679 -0.42 0.811 0.0427 0.0228 0.555 0.0431 0.0222 0.542 
423685 -0.42 0.817 0.0427 0.0228 0.555 0.0430 0.0221 0.540 
423696 -0.42 0.849 0.0429 0.0230 0.559 0.0430 0.0222 0.542 
423703 -0.42 0.804 0.0427 0.0228 0.556 0.0430 0.0222 0.540 
423820 -0.38 0.610 0.0443 0.0232 0.566 0.0433 0.0223 0.544 
423826 -0.42 0.811 0.0430 0.0229 0.556 0.0430 0.0222 0.541 
423828 -0.42 0.829 0.0429 0.0229 0.557 0.0430 0.0222 0.540 
423839 -0.42 0.843 0.0428 0.0228 0.554 0.0430 0.0221 0.540 
423843 -0.42 0.841 0.0427 0.0228 0.554 0.0429 0.0221 0.539 
423844 -0.40 0.648 0.0427 0.0227 0.553 0.0428 0.0221 0.539 
423845 -0.41 0.727 0.0426 0.0228 0.555 0.0429 0.0221 0.538 
423856 -0.42 0.793 0.0427 0.0227 0.551 0.0431 0.0222 0.540 
423860 -0.42 0.812 0.0427 0.0227 0.553 0.0430 0.0222 0.540 
423865 -0.42 0.840 0.0428 0.0227 0.553 0.0430 0.0222 0.541 
423867 -0.42 0.886 0.0427 0.0228 0.554 0.0429 0.0221 0.540 
423868 -0.40 0.860 0.0434 0.0229 0.557 0.0430 0.0223 0.544 
424038 -0.40 0.728 0.0437 0.0229 0.558 0.0434 0.0225 0.549 
424039 -0.39 0.609 0.0435 0.0229 0.557 0.0433 0.0225 0.548 
424040 -0.40 0.771 0.0436 0.0230 0.560 0.0433 0.0225 0.547 
424051 -0.40 0.814 0.0436 0.0230 0.560 0.0432 0.0224 0.545 
424052 -0.40 0.720 0.0435 0.0229 0.558 0.0431 0.0224 0.545 
424053 -0.39 0.637 0.0435 0.0228 0.556 0.0432 0.0223 0.545 
424055 -0.40 0.822 0.0435 0.0229 0.558 0.0431 0.0223 0.544 
424060 -0.40 0.732 0.0436 0.0229 0.558 0.0434 0.0225 0.548 
424061 -0.40 0.815 0.0435 0.0229 0.559 0.0433 0.0225 0.548 
424062 -0.40 0.801 0.0436 0.0230 0.560 0.0432 0.0224 0.546 
424063 -0.40 0.706 0.0435 0.0229 0.558 0.0431 0.0223 0.543 
424189 -0.48 0.761 0.0608 0.0459 1.000 0.0554 0.0378 0.904 
424190 -0.48 0.851 0.0601 0.0452 1.000 0.0551 0.0377 0.903 
424193 -0.48 0.860 0.0598 0.0447 1.000 0.0547 0.0374 0.894 
424194 -0.48 0.870 0.0594 0.0451 1.000 0.0543 0.0371 0.888 
424195 -0.48 0.829 0.0590 0.0447 1.000 0.0543 0.0370 0.886 
424227 -0.48 0.672 0.0593 0.0449 1.000 0.0552 0.0380 0.908 
424255 -0.48 0.724 0.0609 0.0455 1.000 0.0558 0.0379 0.908 
424257 -0.49 0.602 0.0610 0.0448 1.000 0.0555 0.0373 0.894 
424270 -0.48 0.875 0.0605 0.0450 1.000 0.0553 0.0375 0.897 
424272 -0.48 0.848 0.0600 0.0450 1.000 0.0549 0.0373 0.892 
424273 -0.48 0.693 0.0601 0.0451 1.000 0.0547 0.0370 0.885 
