421815 -0.44 0.728 0.0542 0.0205 0.515 0.0544 0.0201 0.505 
421816 -0.45 0.743 0.0538 0.0204 0.511 0.0548 0.0202 0.508 
421949 -0.39 0.595 0.0531 0.0201 0.505 0.0541 0.0201 0.505 
421961 -0.39 0.594 0.0531 0.0202 0.507 0.0540 0.0199 0.501 
421968 -0.39 0.596 0.0528 0.0200 0.501 0.0540 0.0199 0.501 
421969 -0.39 0.594 0.0529 0.0201 0.503 0.0537 0.0197 0.496 
421975 -0.40 0.639 0.0537 0.0205 0.514 0.0545 0.0201 0.506 
421976 -0.39 0.605 0.0533 0.0202 0.507 0.0545 0.0200 0.505 
421989 -0.38 0.586 0.0534 0.0202 0.506 0.0544 0.0200 0.502 
421999 -0.38 0.573 0.0533 0.0202 0.507 0.0545 0.0201 0.505 
422014 -0.38 0.570 0.0532 0.0202 0.507 0.0546 0.0200 0.503 
422018 -0.38 0.559 0.0532 0.0201 0.505 0.0545 0.0199 0.502 
422020 -0.37 0.556 0.0533 0.0202 0.507 0.0547 0.0201 0.507 
422040 -0.40 0.644 0.0540 0.0207 0.520 0.0557 0.0205 0.517 
422041 -0.39 0.638 0.0529 0.0197 0.496 0.0554 0.0202 0.510 
422043 -0.40 0.640 0.0539 0.0204 0.511 0.0559 0.0205 0.515 
422045 -0.40 0.639 0.0537 0.0204 0.512 0.0550 0.0202 0.509 
422050 -0.40 0.634 0.0526 0.0193 0.487 0.0552 0.0204 0.512 
422051 -0.40 0.639 0.0535 0.0204 0.512 0.0548 0.0201 0.506 
422053 -0.38 0.591 0.0540 0.0206 0.516 0.0546 0.0200 0.503 
422054 -0.38 0.589 0.0534 0.0202 0.508 0.0548 0.0201 0.507 
422055 -0.38 0.588 0.0533 0.0203 0.508 0.0548 0.0200 0.505 
422057 -0.38 0.576 0.0533 0.0201 0.506 0.0548 0.0201 0.506 
422064 -0.38 0.604 0.0534 0.0202 0.506 0.0548 0.0200 0.504 
422066 -0.37 0.582 0.0530 0.0199 0.499 0.0551 0.0201 0.507 
422067 -0.38 0.585 0.0534 0.0202 0.506 0.0546 0.0199 0.501 
422068 -0.37 0.574 0.0532 0.0199 0.501 0.0546 0.0199 0.501 
422070 -0.38 0.563 0.0534 0.0202 0.506 0.0544 0.0198 0.499 
422074 -0.37 0.551 0.0533 0.0201 0.505 0.0541 0.0196 0.495 
422075 -0.37 0.553 0.0530 0.0198 0.498 0.0544 0.0197 0.497 
422084 -0.38 0.551 0.0529 0.0200 0.501 0.0539 0.0196 0.493 
422123 -0.39 0.603 0.0539 0.0202 0.507 0.0553 0.0201 0.507 
422124 -0.38 0.602 0.0536 0.0202 0.506 0.0548 0.0202 0.507 
422135 -0.37 0.573 0.0531 0.0199 0.501 0.0546 0.0199 0.500 
422141 -0.38 0.570 0.0531 0.0201 0.504 0.0547 0.0199 0.501 
422147 -0.37 0.571 0.0534 0.0202 0.506 0.0546 0.0199 0.501 
422148 -0.37 0.569 0.0528 0.0199 0.499 0.0547 0.0199 0.501 
422200 -0.38 0.605 0.0536 0.0203 0.509 0.0554 0.0202 0.510 
422201 -0.39 0.601 0.0536 0.0203 0.509 0.0553 0.0202 0.510 
422202 -0.38 0.584 0.0537 0.0203 0.509 0.0554 0.0202 0.509 
422203 -0.37 0.565 0.0539 0.0204 0.511 0.0555 0.0203 0.510 
422205 -0.37 0.557 0.0534 0.0201 0.504 0.0549 0.0199 0.503 
422255 -0.38 0.590 0.0542 0.0205 0.515 0.0557 0.0204 0.514 
422256 -0.37 0.578 0.0541 0.0205 0.513 0.0557 0.0203 0.512 
422262 -0.37 0.569 0.0544 0.0205 0.515 0.0557 0.0203 0.511 
422263 -0.37 0.565 0.0540 0.0204 0.512 0.0558 0.0203 0.511 
422266 -0.38 0.595 0.0547 0.0207 0.520 0.0564 0.0206 0.520 
422267 -0.37 0.589 0.0543 0.0205 0.514 0.0563 0.0205 0.516 
422268 -0.37 0.580 0.0545 0.0206 0.517 0.0561 0.0204 0.515 
422272 -0.37 0.581 0.0545 0.0206 0.516 0.0562 0.0204 0.514 
422273 -0.37 0.572 0.0546 0.0206 0.517 0.0561 0.0204 0.514 
422298 -0.37 0.575 0.0543 0.0205 0.514 0.0561 0.0204 0.514 
422314 -0.37 0.575 0.0545 0.0205 0.515 0.0562 0.0204 0.513 
422319 -0.37 0.563 0.0545 0.0206 0.516 0.0562 0.0202 0.511 
422322 -0.37 0.563 0.0544 0.0205 0.514 0.0561 0.0203 0.512 
422324 -0.37 0.557 0.0540 0.0203 0.510 0.0557 0.0201 0.507 
422531 -0.36 0.590 0.0538 0.0205 0.513 0.0560 0.0202 0.509 
422540 -0.37 0.587 0.0538 0.0202 0.508 0.0557 0.0202 0.509 
422543 -0.37 0.585 0.0538 0.0203 0.510 0.0558 0.0202 0.509 
422553 -0.36 0.567 0.0539 0.0203 0.510 0.0558 0.0202 0.510 
422562 -0.36 0.562 0.0539 0.0205 0.513 0.0558 0.0202 0.509 
422575 -0.37 0.561 0.0539 0.0204 0.511 0.0556 0.0200 0.506 
422611 -0.36 0.591 0.0550 0.0207 0.521 0.0566 0.0205 0.516 
422614 -0.36 0.562 0.0542 0.0203 0.511 0.0560 0.0203 0.512 
422615 -0.37 0.562 0.0548 0.0207 0.520 0.0564 0.0205 0.517 
422633 -0.37 0.565 0.0515 0.0202 0.505 0.0512 0.0199 0.499 
422640 -0.37 0.566 0.0514 0.0201 0.503 0.0511 0.0199 0.497 
422643 -0.37 0.565 0.0514 0.0201 0.503 0.0511 0.0199 0.498 
422756 -0.38 0.597 0.0516 0.0203 0.507 0.0514 0.0200 0.501 
422758 -0.38 0.590 0.0514 0.0201 0.503 0.0513 0.0199 0.497 
422762 -0.37 0.576 0.0513 0.0201 0.502 0.0512 0.0199 0.498 
422763 -0.37 0.574 0.0517 0.0202 0.505 0.0513 0.0200 0.500 
422779 -0.37 0.595 0.0517 0.0202 0.506 0.0517 0.0200 0.501 
422785 -0.37 0.579 0.0515 0.0201 0.504 0.0513 0.0199 0.499 
423041 -0.37 0.599 0.0516 0.0202 0.505 0.0516 0.0202 0.505 
423043 -0.37 0.599 0.0512 0.0201 0.502 0.0511 0.0200 0.500 
423101 -0.36 0.597 0.0512 0.0201 0.503 0.0521 0.0201 0.504 
423109 -0.36 0.595 0.0512 0.0201 0.502 0.0520 0.0202 0.506 
423110 -0.37 0.595 0.0512 0.0201 0.503 0.0519 0.0201 0.502 
423132 -0.37 0.592 0.0511 0.0200 0.500 0.0518 0.0201 0.504 
423149 -0.37 0.581 0.0511 0.0201 0.502 0.0515 0.0200 0.501 
423220 -0.37 0.596 0.0515 0.0202 0.505 0.0521 0.0202 0.505 
423263 -0.37 0.598 0.0515 0.0202 0.505 0.0520 0.0202 0.506 
423268 -0.37 0.595 0.0513 0.0200 0.500 0.0518 0.0200 0.501 
423275 -0.37 0.593 0.0518 0.0203 0.508 0.0517 0.0200 0.500 
423278 -0.37 0.591 0.0515 0.0202 0.504 0.0517 0.0200 0.501 
423290 -0.37 0.581 0.0513 0.0200 0.501 0.0515 0.0198 0.497 
423301 -0.35 0.595 0.0515 0.0201 0.503 0.0512 0.0198 0.496 
423311 -0.35 0.595 0.0511 0.0199 0.499 0.0514 0.0198 0.495 
423424 -0.37 0.591 0.0514 0.0200 0.501 0.0517 0.0200 0.500 
423432 -0.37 0.582 0.0514 0.0200 0.500 0.0516 0.0200 0.501 
423433 -0.37 0.588 0.0515 0.0200 0.500 0.0516 0.0199 0.499 
423546 -0.37 0.591 0.0524 0.0203 0.509 0.0528 0.0203 0.510 
423547 -0.37 0.597 0.0518 0.0202 0.505 0.0520 0.0201 0.504 
