422643 6.08173e+06 0.927853 241583 0.857325 5789 0.771764 6.05184e+06 0.927942 270969 0.863036 6301 0.771803 
422756 5.26505e+06 0.891013 232286 0.743596 6207 0.599826 5.24404e+06 0.891045 253188 0.753774 6319 0.594506 
422758 5.59809e+06 0.903231 235508 0.780601 5993 0.656983 5.5738e+06 0.90333 259297 0.789406 6495 0.65454 
422762 7.42081e+06 0.91208 307164 0.808867 7555 0.695929 7.38882e+06 0.912192 338518 0.815734 8194 0.701181 
422763 1.2903e+06 0.914182 53529 0.817237 1280 0.716284 1.28523e+06 0.914315 58422 0.822625 1449 0.720896 
422779 4.29143e+06 0.888475 187424 0.727098 5212 0.569804 4.27813e+06 0.888263 200898 0.738691 5038 0.574393 
422782 5.84639e+06 0.901477 243961 0.770979 6350 0.634746 5.82496e+06 0.901538 265309 0.779154 6437 0.634813 
422785 8.23058e+06 0.91117 335050 0.802375 8258 0.684459 8.19903e+06 0.911256 366116 0.809386 8743 0.684169 
423041 376224 0.876472 18865 0.708358 538 0.537463 375676 0.876366 19404 0.712989 547 0.551968 
423043 3.01512e+06 0.884263 150141 0.727561 4328 0.569174 3.00799e+06 0.883838 157276 0.738749 4328 0.57699 
423101 2.70616e+06 0.88031 130775 0.710591 3875 0.550583 2.71804e+06 0.879263 120058 0.711227 2702 0.531158 
423109 563906 0.886894 27067 0.727295 776 0.582583 565785 0.885805 25365 0.733326 599 0.567235 
423110 4.69342e+06 0.893621 222238 0.751256 6266 0.595062 4.70678e+06 0.89275 210069 0.755829 5079 0.609358 
423132 1.27665e+06 0.900688 59134 0.773499 1580 0.644635 1.27863e+06 0.90014 57392 0.778883 1344 0.623666 
423149 3.03322e+06 0.909343 137360 0.804465 3605 0.685101 3.03626e+06 0.909094 134832 0.806407 3099 0.679903 
423220 4.57186e+06 0.883242 216032 0.711643 6426 0.542966 4.5795e+06 0.882037 209597 0.722143 5222 0.553765 
423263 4.41635e+06 0.879419 206460 0.704298 6006 0.53938 4.41953e+06 0.87865 204209 0.711483 5079 0.549319 
423268 4.84031e+06 0.893772 215047 0.750082 5861 0.608998 4.84024e+06 0.89339 215822 0.755666 5150 0.607598 
423275 1.30163e+06 0.900854 55671 0.772447 1417 0.641467 1.30093e+06 0.900865 56541 0.773253 1250 0.638407 
423278 4.67403e+06 0.905053 197436 0.787291 4909 0.66159 4.67138e+06 0.904925 200339 0.790985 4647 0.65377 
423290 6.19335e+06 0.911052 254570 0.805464 6340 0.691913 6.1858e+06 0.910968 262639 0.809657 5821 0.685065 
423301 3.7392e+06 0.901188 151119 0.804526 3576 0.681792 3.73854e+06 0.901587 152017 0.796823 3341 0.685615 
423311 357485 0.903452 14228 0.806622 354 0.71371 357377 0.903848 14369 0.800056 321 0.685897 
423377 5.50822e+06 0.900621 231904 0.762386 5900 0.619813 5.50295e+06 0.900509 237506 0.76668 5573 0.618329 
423424 5.95776e+06 0.901559 249784 0.772216 6318 0.635103 5.95062e+06 0.901426 257316 0.777376 5925 0.634097 
423432 2.15977e+06 0.910446 88362 0.800417 2110 0.683955 2.1568e+06 0.910119 91381 0.809283 2064 0.693083 
423433 6.24127e+06 0.912025 251146 0.808802 6163 0.708147 6.23369e+06 0.911959 259173 0.812934 5712 0.694806 
423546 354164 0.873401 15256 0.677352 438 0.542079 354570 0.872146 14941 0.690977 347 0.526555 
423547 5.22134e+06 0.885126 221999 0.720629 5758 0.567514 5.21595e+06 0.884881 227928 0.727561 5220 0.55597 
423548 6.38445e+06 0.896297 266018 0.758277 6589 0.61499 6.37712e+06 0.896223 273632 0.762306 6301 0.619567 
423549 551534 0.901463 22867 0.774627 558 0.67148 551028 0.901237 23421 0.78216 510 0.625767 
423550 3.34958e+06 0.903594 135595 0.780187 3406 0.666145 3.34425e+06 0.903424 141042 0.78746 3296 0.657884 
423553 6.79456e+06 0.907324 272885 0.79553 6673 0.679117 6.78568e+06 0.907222 282112 0.800356 6325 0.679231 
423576 740214 0.911159 29287 0.805097 682 0.693089 739056 0.910998 30470 0.8113 657 0.705693 
423579 9.19506e+06 0.913549 362679 0.816166 8578 0.705254 9.18036e+06 0.91347 377854 0.821059 8106 0.701636 
423632 5.34921e+06 0.887593 218959 0.738048 5310 0.586481 5.34464e+06 0.887461 223719 0.742192 5125 0.598995 
423652 5.58703e+06 0.89903 218478 0.771266 5287 0.638449 5.58012e+06 0.898895 225670 0.776606 5002 0.647927 
423663 8.43864e+06 0.904338 327628 0.790412 7754 0.666437 8.42859e+06 0.904193 338049 0.795795 7378 0.673544 
423664 1.238e+07 0.908348 473425 0.806967 11073 0.699981 1.23638e+07 0.908227 490428 0.812313 10335 0.696335 
423676 1.15713e+06 0.859239 49225 0.652973 1395 0.484375 1.1575e+06 0.858477 49103 0.661195 1151 0.48341 
423677 5.29656e+06 0.872002 215882 0.695064 5514 0.53586 5.29135e+06 0.871793 221523 0.701391 5086 0.531286 
423679 5.1073e+06 0.88714 198169 0.743635 4797 0.612175 5.10191e+06 0.887138 203932 0.747078 4425 0.597085 
423685 5.7516e+06 0.895375 218197 0.769106 5070 0.640799 5.74413e+06 0.895263 225822 0.774708 4911 0.641709 
423696 7.85087e+06 0.904373 290100 0.797899 6679 0.687635 7.83938e+06 0.904354 301967 0.802001 6296 0.677572 
423703 6.21433e+06 0.910256 224808 0.814652 5084 0.713945 6.2054e+06 0.910138 233902 0.820352 4919 0.715075 
423820 833107 0.835093 45122 0.577547 2917 0.426712 845164 0.822619 35162 0.656927 820 0.495768 
423826 5.18848e+06 0.880815 189655 0.713329 4368 0.566023 5.16744e+06 0.881186 210306 0.721434 4758 0.563744 
423828 6.35661e+06 0.892544 226182 0.750177 5059 0.618687 6.33128e+06 0.892781 251073 0.758171 5495 0.625284 
423839 7.82649e+06 0.901061 275496 0.777451 6070 0.65828 7.79539e+06 0.901333 306249 0.783586 6419 0.649894 
423843 8.1056e+06 0.907084 282253 0.795956 6065 0.680925 8.07523e+06 0.907327 312235 0.801083 6461 0.670994 
423844 2.09166e+06 0.910683 72094 0.806682 1545 0.702592 2.08361e+06 0.910838 80085 0.813203 1598 0.690878 
423845 3.99062e+06 0.912125 136645 0.811706 3062 0.711431 3.97578e+06 0.912247 151369 0.817999 3181 0.713549 
423856 4.95899e+06 0.882302 186145 0.707725 4403 0.552308 4.94641e+06 0.882311 198661 0.71637 4463 0.558643 
423860 6.06781e+06 0.895315 222812 0.752542 5072 0.616807 6.0518e+06 0.895308 238739 0.76064 5159 0.623595 
423865 8.41476e+06 0.906343 303875 0.785706 6636 0.653729 8.39357e+06 0.906422 324975 0.791024 6721 0.654941 
423867 1.2472e+07 0.912647 441749 0.805772 9632 0.691557 1.24372e+07 0.912664 476339 0.812165 9839 0.701133 
423868 1.1262e+07 0.914997 449758 0.823461 10493 0.714782 1.12029e+07 0.915035 507489 0.832566 11939 0.723795 
424038 2.94315e+06 0.866402 131293 0.682215 3494 0.512768 2.9297e+06 0.866737 144513 0.692424 3729 0.504123 
424039 1.14525e+06 0.874223 51282 0.706325 1324 0.540408 1.13928e+06 0.874801 57079 0.713737 1497 0.540238 
424040 4.02936e+06 0.881978 177595 0.727574 4645 0.57709 4.00948e+06 0.88233 197093 0.736565 5033 0.564364 
424051 6.24749e+06 0.893359 269304 0.759122 6854 0.626394 6.21854e+06 0.893567 297632 0.767704 7476 0.62124 
424052 3.3434e+06 0.90013 141179 0.779646 3499 0.647843 3.3273e+06 0.900287 156962 0.788255 3808 0.64806 
424053 1.8028e+06 0.904486 75429 0.791274 1922 0.675809 1.79447e+06 0.904591 83666 0.799973 2015 0.666336 
424055 7.86716e+06 0.909137 325866 0.806475 7929 0.683711 7.83128e+06 0.909245 361010 0.813854 8672 0.689842 
