0.17806 0.096798 -0.00221568 0.0175823
0.167726 0.0939453 -0.00224637 0.0169475
0.161168 0.0920892 -0.0020868 0.0166193
0.157001 0.0908943 -0.00218425 0.0163717
0.1529 0.089698 -0.00216319 0.0161469
0.148755 0.0884725 -0.00229827 0.0159819
0.145018 0.0873564 -0.00200523 0.0157862
0.142036 0.0864513 -0.00229311 0.0156002
0.138104 0.0852456 -0.00185241 0.0152237
0.139955 0.0858151 -0.00204525 0.0155204
0.131534 0.0831919 -0.00202639 0.0147012
0.13328 0.083747 -0.00155879 0.0151737
0.132085 0.0833649 -0.00178697 0.0150047
0.126696 0.0816496 -0.00194487 0.01492
0.129495 0.0825487 -0.00166605 0.0151815
0.13492 0.0842615 -0.00171562 0.0151538
0.13806 0.0852398 -0.000877213 0.0152659
0.142971 0.0867388 -0.00144856 0.0157919
0.132327 0.0834425 -0.000939842 0.0146511
0.140467 0.0859813 -0.000522161 0.0159428
0.129914 0.0826766 -0.00231313 0.0149495
0.140309 0.0859354 -0.00207894 0.0153885
0.148159 0.0882942 -0.00239315 0.0158842
0.156453 0.0907362 -0.00190706 0.0156941
0.15309 0.0897466 -0.00364072 0.0162416
0.145225 0.0874283 4.80176e-05 0.0161977
0.150161 0.0888975 -0.000228606 0.0164316
0.150094 0.0888632 -0.00308062 0.0155668
0.137323 0.085015 -0.00106584 0.0155249
0.148063 0.0882797 0.000838252 0.0154567
0.138722 0.0854432 -0.000690093 0.0144394
0.142248 0.0865288 0.000377839 0.0150201
0.144903 0.0873269 -0.00062966 0.0157661
0.141014 0.0861382 -0.00364303 0.0158482
0.153599 0.089905 -0.0012737 0.0162001
0.139793 0.0857634 -0.00140299 0.0155605
0.148867 0.088501 -0.00301228 0.0163465
0.131992 0.0833196 -0.00268159 0.0148924
0.139988 0.0858313 -0.000861566 0.0148611
0.132375 0.0834443 -0.00334275 0.0144858
0.139608 0.085717 -0.000840862 0.0153078
0.138856 0.0854733 -0.00236819 0.0148675
0.149601 0.0887311 -0.00107795 0.0158883
0.132018 0.083339 -0.00203219 0.0145489
0.125515 0.0812743 -0.000782296 0.0144989
0.124098 0.0807908 -0.00345152 0.0144257
0.124521 0.0809399 -0.00290984 0.0153737
0.137689 0.0850838 -0.00498791 0.0150777
0.123721 0.0806716 -0.00342147 0.0141078
0.106209 0.0747493 -0.00334553 0.0138032
0.123949 0.0807534 -0.00331314 0.0151388
0.133632 0.0838424 -0.00378762 0.0150821
0.136373 0.0847063 -0.00312393 0.0159823
0.128404 0.0821952 -0.000322478 0.0146307
0.1335 0.0837852 -0.00322581 0.0148461
0.119816 0.079413 0.000503652 0.0144256
0.13331 0.0837602 -0.00110608 0.014923
0.120417 0.0795968 -0.00128157 0.0142101
0.1094 0.0758707 -0.00185766 0.0139835
0.128145 0.0821377 -0.00163996 0.0151678

0.121018 0.0797994 -0.00234609 0.0144789
0.111706 0.076651 -0.0021093 0.0138751
0.107379 0.0751654 -0.00184845 0.0135881
0.103629 0.0738412 -0.00211176 0.0132961
0.0996869 0.0724218 -0.00203986 0.0130103
0.0944972 0.0705075 -0.001983 0.0126474
0.0936737 0.0701944 -0.00186857 0.012593
0.0901512 0.0688687 -0.00175956 0.0123149
0.0861084 0.0673066 -0.00231503 0.0121934
0.0860922 0.0672959 -0.00224218 0.0121275
0.0855624 0.0671004 -0.00084629 0.0120537
0.0783812 0.064217 -0.00176688 0.011424
0.083467 0.0662752 -0.000698791 0.0116115
0.0806263 0.0651245 -0.00231278 0.0118074
0.0821877 0.0657698 -0.000273847 0.0120281
0.0774189 0.0638246 -0.00153299 0.0116426
0.0733852 0.0621423 -0.000841986 0.0112263
0.0804931 0.0650571 -0.00250949 0.0113235
0.0898682 0.0687567 -0.00252302 0.0132637
0.0888325 0.0683868 0.00017531 0.0118596
0.0765304 0.0634618 -0.000540543 0.0119811
0.08961 0.0686857 1.73289e-05 0.0118706
0.0923339 0.0697115 0.000187185 0.0118088
0.100509 0.072729 -0.000791873 0.0127454
0.105173 0.0743995 -0.000293921 0.0133578
0.0937744 0.0702394 -0.00225257 0.0130221
0.0914704 0.069388 0.000246459 0.0123476
0.0946421 0.0705691 -0.00089171 0.0131601
0.0884687 0.0682491 0.00287996 0.0122093
0.0785505 0.0642799 -0.00138402 0.0116466
0.0787552 0.0643488 -0.00317418 0.0117214
0.0748514 0.0627391 -0.00227975 0.0121217
0.0869187 0.067631 -0.000520501 0.0126101
0.0938975 0.0703026 0.000514706 0.0116634
0.0917742 0.0695116 0.00015717 0.0113731
0.07851 0.0642711 -0.0020078 0.0110917
0.0992009 0.0722504 -0.00174557 0.0131168
0.0849939 0.0668792 -0.000561145 0.0118027
0.0853187 0.0670105 -0.00018334 0.0126905
0.0815773 0.0655192 -0.0011293 0.0111405
0.0881157 0.0681014 0.000122011 0.0120738
0.0853838 0.0670352 -0.00247455 0.0121851
0.0763377 0.0633457 -0.0034677 0.0113695
0.0950778 0.0707534 -0.000795477 0.0131929
0.0893462 0.0685595 -0.00194596 0.0126662
0.0822476 0.0657843 -0.00270575 0.011924
0.0849737 0.0668744 -0.000659559 0.0114888
0.0935545 0.0701542 -0.00209428 0.012185
0.0818794 0.065641 -0.000407034 0.0123365
0.0790354 0.064485 -0.00169232 0.0128517
0.0815194 0.0655028 -0.000362293 0.0121981
0.0826965 0.0659634 -0.00036777 0.0119212
0.090929 0.0691764 -0.000814574 0.0119878
0.0860233 0.067247 -0.00347187 0.011029
0.0727191 0.061843 -0.00210138 0.0101882
0.0892796 0.0685514 -0.00122273 0.012287
0.0875203 0.0678771 0.00138336 0.0122681
0.0794276 0.0646234 -0.00329825 0.0120714
0.0794911 0.0646565 -0.00307201 0.0130094
0.0774083 0.063842 0.000204099 0.0114224

0.0726716 0.0618496 -0.00143032 0.0111299
0.0669307 0.0593306 -0.00123175 0.0107294
